amenity,name,city,longitude,latitude,address
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,South Cle Elum,-120.95165,47.18686,523 Lincoln Ave
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,Cle Elum,-120.935325,47.175156,921 Upper Peoh Point Rd
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,Cle Elum,-120.90535,47.27017,111 Middle Fork Teanaway Rd
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,Cle Elum,-120.85681,47.17656,5511 Airport Rd
EMS (Emergency Medical Services),Snoqualmie Fire Department,Easton,-121.24869,47.30911,3012 Via Kachess Rd
EMS (Emergency Medical Services),Cle Elum Fire Department,Cle Elum,-120.93835,47.19594,301 N Pennsylvania Ave
EMS (Emergency Medical Services),Cle Elum Fire Department,Cle Elum,-120.92068,47.19324,204 Columbia Ave
EMS (Emergency Medical Services),Kittitas Volunteer Fire Department,Kittitas,-120.41773,46.9844,209 N Main St
EMS (Emergency Medical Services),South Cle Elum Fire Department,South Cle Elum,-120.95165,47.18686,523 Lincoln Ave
EMS (Emergency Medical Services),Upper Kititas County Medic One,Cle Elum,-120.95005,47.19502,505 Power St
EMS (Emergency Medical Services),Klickitat County FD #1,Trout Lake,-121.53511,45.99837,2415 Highway 141
EMS (Emergency Medical Services),Klickitat County FD #2,Bickleton,-120.30388,45.99797,15 E Market St
EMS (Emergency Medical Services),Klickitat County FD #3,Husum,-121.48701,45.79795,200 Husum St
EMS (Emergency Medical Services),Klickitat County FD #3,White Salmon,-121.45485,45.75998,429 Snowden Rd
EMS (Emergency Medical Services),Klickitat County FD #3,White Salmon,-121.4099,45.79948,959 Snowden Rd
EMS (Emergency Medical Services),Lyle Fire Department,Lyle,-121.28537,45.69287,514 Washington St
EMS (Emergency Medical Services),Klickitat County Rural 7 Fire and Rescue,Goldendale,-120.82783,45.8181,327 W Brooks Ave
EMS (Emergency Medical Services),Klickitat County FD #8,Glenwood,-121.28902,46.01964,205 Division St
EMS (Emergency Medical Services),Klickitat County FD #9,Roosevelt,-120.21649,45.74343,211 Columbia
EMS (Emergency Medical Services),Klickitat County FD #12,Klickitat,-121.151651,45.818681,J Neils and Durkee Rd
EMS (Emergency Medical Services),Klickitat County FD #13,Lyle,-121.33956,45.78285,81 Cimmiyotti Rd
EMS (Emergency Medical Services),Klickitat County FD #14,Lyle,-121.18497,45.71945,701 Struck Rd
EMS (Emergency Medical Services),Klickitat County FD #15,Wahkiacus,-121.1262,45.86511,12 Mill Dr
EMS (Emergency Medical Services),Goldendale FD,Goldendale,-120.82309,45.81434,1103 S Coumbus Ave
EMS (Emergency Medical Services),Klickitat County EMS District #1,White Salmon,-121.47017,45.72252,211 Skyline Dr
EMS (Emergency Medical Services),Klickitat County EMS District #1,Dallesport,-121.17325,45.61796,17 Airport Way
EMS (Emergency Medical Services),Klickitat County EMS District #1,Goldendale,-120.81162,45.81947,310 S Roosevelt
EMS (Emergency Medical Services),Lewis County FD #1,Onalaska,-122.71931,46.57743,244 Carlisle Ave
EMS (Emergency Medical Services),Lewis County FD #1,Onalaska,-122.60917,46.61139,3030 State Rt 508
EMS (Emergency Medical Services),Lewis County FD #2,Winlock,-122.89545,46.47928,104 N Military Rd
EMS (Emergency Medical Services),Lewis County FD #2,Toledo,-122.84602,46.43968,150 North 2nd St
EMS (Emergency Medical Services),Lewis County FD #2,Chehalis,-122.82233,46.54831,4187 Jackson Hwy
EMS (Emergency Medical Services),Lewis County FD #2,Toledo,-122.78483,46.49262,880 Tucker Rd
EMS (Emergency Medical Services),Lewis County FD #3,Mossyrock,-122.48464,46.52933,137 East Main St
EMS (Emergency Medical Services),Lewis County FD #4,Morton,-122.27685,46.55857,105 Third St
EMS (Emergency Medical Services),Lewis County FD #5,Napavine,-122.91025,46.57528,115 E Washington St
EMS (Emergency Medical Services),Lewis County FD #6,Chehalis,-123.05766,46.63584,182 Dieckman Rd
EMS (Emergency Medical Services),Lewis County FD #6,Chehalis,-122.9798,46.63279,120 Galaxie Rd
EMS (Emergency Medical Services),Lewis County FD #6,Chehalis,-122.93772,46.6467,2123 Jackson Hwy
EMS (Emergency Medical Services),Lewis County FD #6,Chehalis,-122.83746,46.6342,699 Logan Hill Rd
EMS (Emergency Medical Services),Lewis County FD #6,Chehalis,-122.79365,46.62644,898 North Fork Rd
EMS (Emergency Medical Services),Lewis County FD #7,Ryderwood,-123.04349,46.37066,101 First St
EMS (Emergency Medical Services),Lewis County FD #7,Vader,-122.9593,46.40057,801 B St
EMS (Emergency Medical Services),Lewis County FD #8,Salkum,-122.62847,46.53123,2490 US Hwy 12
EMS (Emergency Medical Services),Lewis County FD #8,Cinebar,-122.131903,46.528997,110 Justice Rd
EMS (Emergency Medical Services),Lewis County FD #9,Mineral,-122.18168,46.71784,104 Front St
EMS (Emergency Medical Services),Lewis County FD #10,Packwood,-121.674767,46.602867,12953 US Hwy 12
EMS (Emergency Medical Services),Lewis County FD #13,Curtis,-123.13269,46.5484,997 Boistfort Rd
EMS (Emergency Medical Services),Lewis County FD #13,Chehalis,-123.11407,46.57511,3273 King Rd
EMS (Emergency Medical Services),Lewis County FD #13,Vader,-123.0564,46.39987,716 Wildwood Rd
EMS (Emergency Medical Services),Lewis County FD #14,Randle,-121.938,46.53436,9978 US Hwy 12
EMS (Emergency Medical Services),Lewis County FD #14,Randle,-121.85894,46.43891,2213 Cispus Rd
EMS (Emergency Medical Services),Lewis County FD #15,Winlock,-122.93835,46.49387,607 NW Kerron St
EMS (Emergency Medical Services),Lewis County FD #17,Ashford,-121.98433,46.73606,136 Osborn Rd
EMS (Emergency Medical Services),Lewis County FD #18,Glenoma,-122.13249,46.52855,8022 US Hwy 12
EMS (Emergency Medical Services),City of Chehalis Fire Department,Chealis,-122.97081,46.66396,455 NW Park St
EMS (Emergency Medical Services),Riverside Fire Authority,Centralia,-123.206689,46.735767,2237 Lincoln Creek Rd
EMS (Emergency Medical Services),Riverside Fire Authority,Centralia,-122.99083,46.73796,1818 Harrison Ave
EMS (Emergency Medical Services),Riverside Fire Authority,Centralia,-122.95368,46.72036,512 N Pearl St
EMS (Emergency Medical Services),Riverside Fire Authority,Centralia,-122.90794,46.70682,2378 Seminary Hill Rd
EMS (Emergency Medical Services),Pe Ell Volunteer Fire Department,Pe Ell,-123.296013,46.576762,800 N Main St
EMS (Emergency Medical Services),American Medical Response,Centralia,-122.97314,46.71054,1218 Borthwick St
EMS (Emergency Medical Services),Lincoln County FD #1,Sprague,-117.97723,47.30035,113 C St
EMS (Emergency Medical Services),Lincoln County FD #1,Sprague,-117.97663,47.29918,119 W 2nd
EMS (Emergency Medical Services),Lincoln County FD #4,Edwall,-117.95034,47.50574,48003 Main Ave E
EMS (Emergency Medical Services),Lincoln County FD #4,Reardan,-117.88085,47.66933,135 S Lake St
EMS (Emergency Medical Services),Lincoln County FD #6,Harrington,-118.25491,47.47971,308 W Willis
EMS (Emergency Medical Services),Lincoln County FD #7,Lincoln,-118.43025,47.82569,38775 Sterling Valley Rd N
EMS (Emergency Medical Services),Almira Fire and Rescue,Almira,-118.93984,47.71164,11 N 2nd St
EMS (Emergency Medical Services),Creston Ambulance,Creston,-118.51973,47.75845,135 Creston Ave
EMS (Emergency Medical Services),Wilbur Fire Department,Wilbur,-118.70485,47.75858,14 NW Division St
EMS (Emergency Medical Services),Davenport Ambulance,Davenport,-118.14619,47.65711,10 Nicholls St
EMS (Emergency Medical Services),Odessa Memorial Healthcare Center,Odessa,-118.69085,47.33424,01 North Division St
EMS (Emergency Medical Services),Mason County FD #1,Hoodsport,-123.14617,47.40598,331 N Finch Creek Rd
EMS (Emergency Medical Services),Mason County FD #3,Grapeview,-122.94165,47.28732,91 Krabbenhoft Rd
EMS (Emergency Medical Services),Mason County FD #3,Grapeview,-122.836,47.32824,4350 Grapeview Lp Rd
EMS (Emergency Medical Services),Mason County FD #4,Shelton,-123.10018,47.17837,130 W Golden Pheasant Rd
EMS (Emergency Medical Services),Mason County FD #4,Shelton,-123.0939,47.12729,3660 SE Old Olympic Hwy
EMS (Emergency Medical Services),Mason County FD #4,Shelton,-123.03181,47.1993,2970 SE Arcadia RD
EMS (Emergency Medical Services),Central Mason Fire and EMS,Shelton,-123.10052,47.21394,122 W Franklin St
EMS (Emergency Medical Services),Central Mason Fire and EMS,Shelton,-123.05318,47.27512,21 St. Andrews Pl
EMS (Emergency Medical Services),Central Mason Fire and EMS,Shelton,-122.94017,47.27049,1741 E Pikering Rd
EMS (Emergency Medical Services),Central Mason Fire and EMS,Grapeview,-122.927,47.34322,2520 Mason Benson
EMS (Emergency Medical Services),Central Mason Fire and EMS,Allyn,-122.82968,47.38264,18411 SR 3
EMS (Emergency Medical Services),Mason County FD #6,Shelton,-123.12759,47.24324,130 E Island Lk Rd
EMS (Emergency Medical Services),Mason County FD #6,Union,-123.0995,47.35517,50 E Seattle St
EMS (Emergency Medical Services),Mason County FD #6,Union,-123.07035,47.33562,1091 E Manzanita
EMS (Emergency Medical Services),Mason County FD #8,Tahuya,-123.05414,47.37256,14880 NE Northshore Rd
EMS (Emergency Medical Services),Mason County FD #8,Tahuya,-123.03336,47.40133,9550 NE Belfair Tahuya Rd
EMS (Emergency Medical Services),Mason County FD #8,Belfair,-123.01116,47.38477,620 NE Hurd Rd
EMS (Emergency Medical Services),Mason County FD #9,Shelton,-123.21034,47.31671,2320 W Skokomish Valley Rd
EMS (Emergency Medical Services),Mason County FD #9,Shelton,-123.12993,47.28054,50 E Road Runner Dr
EMS (Emergency Medical Services),Mason County FD #11,Shelton,-123.12759,47.24324,130 E Island Lk Rd
EMS (Emergency Medical Services),Mason County FD #12,Elma,-123.43264,47.20027,2950 West Matlock-Brady Rd
EMS (Emergency Medical Services),Mason County FD #13,Elma,-123.31072,47.13427,13375 W Cloquallum Rd
EMS (Emergency Medical Services),Mason County FD #13,McCleary,-123.29753,47.07262,33 Wildcat Rd
EMS (Emergency Medical Services),Mason County FD #13,Shelton,-123.16817,47.16072,5491 W Cloquallum Rd
EMS (Emergency Medical Services),Mason County FD #17,Lilliwaup,-123.05182,47.52358,34571 N. US Highway 101
EMS (Emergency Medical Services),Mason County FD #18,Hoodsport,-123.21329,47.42392,240 N. Standstill Dr. S.
EMS (Emergency Medical Services),North Mason Regional Fire Authority,Tahuya,-123.05414,47.37256,14880 NE Northshore Rd
EMS (Emergency Medical Services),North Mason Regional Fire Authority,Tahuya,-123.03336,47.40133,9550 NE Belfair Tahuya Rd
EMS (Emergency Medical Services),North Mason Regional Fire Authority,Tahuya,-122.98281,47.43253,60 NE Collins Lk Dr
EMS (Emergency Medical Services),North Mason Regional Fire Authority,Belfair,-122.82682,47.46032,460 NE Old Belfair Hwy
EMS (Emergency Medical Services),Mason County Medic One,Shelton,-123.11996,47.22265,2019 Jefferson St
EMS (Emergency Medical Services),Okanogan County FD #3,Malott,-119.70595,48.28403,3 Columbia St
EMS (Emergency Medical Services),Okanogan County FD #3,Okanogan,-119.58088,48.3645,235 Oak St
EMS (Emergency Medical Services),Okanogan County FD #3,Omak,-119.52952,48.41145,16 N Ash St
EMS (Emergency Medical Services),Loomis Fire and Rescue,Loomis,-119.60667,48.89544,1772 Loomis Oroville Rd
EMS (Emergency Medical Services),Douglas Okanogan County FD #15,Brewster,-119.78174,48.09836,412 W Indian Ave
EMS (Emergency Medical Services),Okanogan County FD #16,Tonasket,-119.0866,48.59104,6 Main Rd
EMS (Emergency Medical Services),Conconully Fire Department,Conconully,-119.75013,48.55917,220 N Main St
EMS (Emergency Medical Services),Aero Methow Rescue Service,Mazama,-120.49201,48.64627,611 Lost River Rd
EMS (Emergency Medical Services),Aero Methow Rescue Service,Mazama,-120.40977,48.58625,17958 Hwy 20
EMS (Emergency Medical Services),Aero Methow Rescue Service,Winthrop,-120.18224,48.47923,309 Bluff St
EMS (Emergency Medical Services),Aero Methow Rescue Service,Twisp,-120.10332,48.35748,1005 Hwy 20 East
EMS (Emergency Medical Services),Coville Tribal EMS,Nespelem,-118.97768,48.16561,405 10th St
EMS (Emergency Medical Services),Life Line Ambulance,Okanogan,-119.55089,48.38969,2590 Elmway
EMS (Emergency Medical Services),Pacific County FD #1,Ocean Park,-124.0561,46.53528,32201 H Place
EMS (Emergency Medical Services),Pacific County FD #1,Seaview,-124.05378,46.32901,3706 N Place
EMS (Emergency Medical Services),Pacific County FD #1,Ocean Park,-124.04929,46.49201,26109 Ridge Ave
EMS (Emergency Medical Services),Pacific County FD #5,Grayland,-124.08157,46.77121,2829 State Route 105
EMS (Emergency Medical Services),Long Beach Fire Department,Long Beach,-124.05274,46.35598,701 Washington Ave N.
EMS (Emergency Medical Services),Raymond Fire Department,Bay Center,-123.95343,46.61754,6 Harrison St
EMS (Emergency Medical Services),Raymond Fire Department,South Bend,-123.86363,46.51285,202 Nemah Rd E
EMS (Emergency Medical Services),Raymond Fire Department,Raymond,-123.73427,46.68544,212 Commercial St
EMS (Emergency Medical Services),Raymond Fire Department,Raymond,-123.64875,46.62308,1006 SR 6
EMS (Emergency Medical Services),Raymond Fire Department,Raymond,-123.55345,46.56011,2344 SR 6
EMS (Emergency Medical Services),Naselle Volunteer FD,Naselle,-123.802463,46.375195,5 County Shed Rd
EMS (Emergency Medical Services),Medix Ambulance Service INC,Ilwaco,-124.04127,46.30896,212 NE Spruce St
EMS (Emergency Medical Services),Pend Oreille County FD #2,Cusick,-117.4062,48.68498,390442 SR 20
EMS (Emergency Medical Services),Pend Oreille County FD #2,Metaline Falls,-117.37213,48.86066,206 E 3rd Ave
EMS (Emergency Medical Services),Pend Oreille County FD #2,Cusick,-117.33848,48.57697,21291 LeClerc Rd N
EMS (Emergency Medical Services),Pend Oreille County FD #2,Ione,-117.41957,48.73948,302 Central Ave
EMS (Emergency Medical Services),South Pend Oreille Fire and Rescure,Newport,-117.36055,48.10679,11 Jermain Rd
EMS (Emergency Medical Services),South Pend Oreille Fire and Rescure,Newport,-117.30167,48.17744,6131 Hwy 211
EMS (Emergency Medical Services),South Pend Oreille Fire and Rescure,Elk,-117.2866,48.0536,4193 Allen Rd
EMS (Emergency Medical Services),South Pend Oreille Fire and Rescure,Newport,-117.20634,48.11867,325272 Highway 2
EMS (Emergency Medical Services),South Pend Oreille Fire and Rescure,Newport,-117.14972,48.15979,8165 Deer Valley Rd
EMS (Emergency Medical Services),Pend Oreille County FD #4,Newport,-117.2416,48.24927,11 Dalkena St
EMS (Emergency Medical Services),Pend Oreille County FD #5,Cusick,-117.2695,48.48724,406722 Hwy 20
EMS (Emergency Medical Services),Pend Oreille County FD #6,Newport,-117.17635,48.24237,7572 Le Clerc Rd S
EMS (Emergency Medical Services),Pend Oreille County FD #8,Newport,-117.07794,48.08649,4941 Spring Valley Rd
EMS (Emergency Medical Services),City of Anacortes Fire Department,Anacortes,-122.67576,48.49893,5209 Sunset Ave
EMS (Emergency Medical Services),City of Anacortes Fire Department,Anacortes,-122.61343,48.51203,1016 13th St
EMS (Emergency Medical Services),City of Anacortes Fire Department,Anacortes,-122.54443,48.46145,9029 Molley Lane
EMS (Emergency Medical Services),Cusick Fire Department,Cusick,-117.29465,48.33709,103 1st Ave
EMS (Emergency Medical Services),Ione Fire Department,Ione,-117.41969,48.73941,304 Central Ave
EMS (Emergency Medical Services),Ponderay Newsprint Ambulance,Usk,-117.27242,48.28835,422767 Hwy 20
EMS (Emergency Medical Services),Kalispel Tribal Fire Department,Usk,-117.272613,48.363605,3572 Le Clerc Rd N
EMS (Emergency Medical Services),AMR (Pend Oreille),Newport,-117.20634,48.11867,325272 Highway 2
EMS (Emergency Medical Services),Pend Oreille EMS,Newport,-117.041594,48.181344,137 S Newport Ave
EMS (Emergency Medical Services),West Pierce Fire and Rescue,Lakewood,-122.55326,47.18137,8310 87th Ave SW
EMS (Emergency Medical Services),West Pierce Fire and Rescue,Lakewood,-122.55079,47.14896,8517 Washington Blvd SW
EMS (Emergency Medical Services),West Pierce Fire and Rescue,Lakewood,-122.55053,47.12677,14505 Grant Ave SW
EMS (Emergency Medical Services),West Pierce Fire and Rescue,University Place,-122.53465,47.22478,3631 Drexler Dr W
EMS (Emergency Medical Services),West Pierce Fire and Rescue,Lakewood,-122.50351,47.17638,5000 Steilacoom Blvd SW
EMS (Emergency Medical Services),West Pierce Fire and Rescue,Lakewood,-122.49068,47.15789,10928 Pacific Hwy SW
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.67131,47.29883,4518 Ray Nash Dr
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.64156,47.32912,7710 Rosedale St NW
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.62289,47.35235,10302 Bujacich Rd
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.62234,47.2932,3828 62nd Ave Ct NW
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Fox Island,-122.62088,47.24258,906 Kamus Dr
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.60981,47.3874,14201 54th Ave NW
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.6072,47.38806,5210 144th St NW
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.58561,47.31945,6711 Kimball Dr
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.58087,47.27705,2217 Point Fosdick Dr
EMS (Emergency Medical Services),Gig Harbor Fire and Medic One,Gig Harbor,-122.57773,47.35421,10521 Crescent Valley Dr
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Tacoma,-122.43607,47.12483,301 146th St S
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Tacoma,-122.43204,47.15301,100 S 114th St
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Tacoma,-122.40743,47.16964,9512 17th Ave E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Tacoma,-122.40108,47.09738,17520 22nd Ave E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Spanaway,-122.38377,47.05337,3421 224th St E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.35664,47.13311,5401 136 St E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.35653,47.18357,8005 Canyon Rd E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.30294,47.18426,902 7th St SW
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.298077,47.140415,9813 128th St E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.29695,47.1907,311 W Pioneer Ave
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.28535,47.09933,17210 110th Ave E
EMS (Emergency Medical Services),Central Pierce Fire and Rescue,Puyallup,-122.25745,47.15751,3509 27th St SE
EMS (Emergency Medical Services),Pierce County FD #13,Tacoma,-122.43626,47.30116,4815 WA Tau GA Ave NE
EMS (Emergency Medical Services),Pierce County FD #13,Tacoma,-122.41955,47.31721,2101 Dogwood Ave NE
EMS (Emergency Medical Services),Pierce County FD #14,Puyallup,-122.35562,47.22,4114 56th Ave E
EMS (Emergency Medical Services),Key Peninsula Fire Department,Lakebay,-122.76725,47.27548,1921 Key Peninsula Hwy
EMS (Emergency Medical Services),Key Peninsula Fire Department,Gig Harbor,-122.764157,47.370049,12310 Wright Bliss Rd
EMS (Emergency Medical Services),Key Peninsula Fire Department,Longbranch,-122.75843,47.2184,4215 Key Peninsula Hwy
EMS (Emergency Medical Services),Key Peninsula Fire Department,Lakebay,-122.74613,47.3389,8911 Key Peninsula Hwy
EMS (Emergency Medical Services),Key Peninsula Fire Department,Gig Harbor,-122.675736,47.388823,10320 SR 302 NW
EMS (Emergency Medical Services),South Pierce Fire and Rescue #17,Roy,-122.54333,47.00249,302 Mc Naught
EMS (Emergency Medical Services),South Pierce Fire and Rescue #17,Eatonville,-122.35679,46.94774,5403 340th St E
EMS (Emergency Medical Services),South Pierce Fire and Rescue #17,Eatonville,-122.35679,46.94774,5403 340th St E
EMS (Emergency Medical Services),South Pierce Fire and Rescue #17,Eatonville,-122.28281,46.92307,11111 Trek Dr E
EMS (Emergency Medical Services),South Pierce Fire and Rescue #17,Eatonville,-122.268313,46.867308,21 Center St W
EMS (Emergency Medical Services),Orting Valley Fire and Rescue,Orting,-122.22563,47.07858,19503 Orting Kapowsin Hwy E
EMS (Emergency Medical Services),Orting Valley Fire and Rescue,Orting,-122.20019,47.09488,401 Washington Ave SE
EMS (Emergency Medical Services),Orting Valley Fire and Rescue,Orting,-122.12377,47.0778,19702 Patterson Rd E
EMS (Emergency Medical Services),Pierce County FD #21,Graham,-122.3388,47.04751,23014 70th Ave E
EMS (Emergency Medical Services),Pierce County FD #21,Graham,-122.32529,46.97927,8102 304th St E
EMS (Emergency Medical Services),Pierce County FD #21,Puyallup,-122.32507,47.0857,18721 78th Ave E
EMS (Emergency Medical Services),Pierce County FD #21,Puyallup,-122.29582,47.08588,10012 187th St E
EMS (Emergency Medical Services),Pierce County FD #21,Graham,-122.26033,47.05284,12827 224th St E
EMS (Emergency Medical Services),Pierce County FD #21,Graham,-122.23791,46.98523,14809 Kapowsin Hwy East
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Milton,-122.32093,47.24922,1000 Laurel St
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Edgewood,-122.29488,47.23577,10105 24th St E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Sumner,-122.24442,47.1998,800 Harrison St
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Lake Tapps,-122.20124,47.22773,3206 W Tapps Dr E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Bonney Lake,-122.18381,47.17806,18421 Veterans Memorial Dr E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Bonney Lake,-122.157599,47.204741,27723 Aqua Dr E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Lake Tapps,-122.14732,47.2428,1605 210th Ave E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Bonney Lake,-122.14505,47.14703,12006 214th Ave E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,Buckley,-122.11687,47.16129,10515 234th Ave E
EMS (Emergency Medical Services),East Pierce Fire and Rescue,South Praire,-122.09418,47.13986,350 State Route 162
EMS (Emergency Medical Services),Pierce County FD #23,Eatonville,-122.27132,46.79671,50602 Mt. Hwy E
EMS (Emergency Medical Services),Pierce County FD #23,Elbe,-122.19283,46.76597,18106 541st St E
EMS (Emergency Medical Services),Pierce County FD #23,Ashford,-122.04356,46.75951,29515 SR 706 E
EMS (Emergency Medical Services),Pierce County FD #26,Enumclaw,-121.6365,47.14495,59705 SR 410 East
EMS (Emergency Medical Services),Pierce County FD #26,Enumclaw,-121.61411,47.11337,15922 Crystal River Ranch Rd
EMS (Emergency Medical Services),Anderson Island Fire and Rescue,Anderson Island,-122.70285,47.16603,12207 Lake Josephine Blvd
EMS (Emergency Medical Services),City of Buckley Fire Department,Buckley,-122.03177,47.15497,611 S Division St
EMS (Emergency Medical Services),Town of Carbonado Fire Department,Carbonado,-122.05254,47.07983,819 8th Ave
EMS (Emergency Medical Services),Dupont Fire Department,Dupont,-122.647,47.10598,1780 Civic Dr
EMS (Emergency Medical Services),Ruston Fire Department,Ruston,-122.51252,47.29878,5117 N Winnifred St
EMS (Emergency Medical Services),Steilacoom Department of Public Safety,Steilacoom,-122.59432,47.17053,601 Main St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.53309,47.25538,7216 6th Ave
EMS (Emergency Medical Services),Tacoma Fire Department,Fircrest,-122.50987,47.23514,302 Regents Blvd
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.50497,47.22978,3401 S Orchard St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.50009,47.28607,4701 N 41st St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.48856,47.2704,3825 N 25th St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.4825,47.25502,3502 6th Ave
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.48188,47.20649,5448 S Warner St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.45795,47.21251,4911 S Alaska St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.45657,47.25058,1453 S 12th St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.44295,47.25466,901 S Fawcett Ave
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.44169,47.1908,7247 S Park Ave
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.44047,47.23622,2701 Tacoma Ave S
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.43113,47.25427,302 E 11th St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.42894,47.25572,1015 E F St
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.42119,47.22294,3802 E McKinley Ave
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.42051,47.19845,6415 E McKinley Ave
EMS (Emergency Medical Services),Tacoma Fire Department,Tacoma,-122.38531,47.28699,206 Browns Pt Blvd NE
EMS (Emergency Medical Services),Tacoma Fire Department,Fife,-122.35659,47.23819,2015 54th Ave E
EMS (Emergency Medical Services),Joint Base Lewis-McChord Fire and EMS,Tacoma,-122.61979,47.0912,4100 West Way
EMS (Emergency Medical Services),Joint Base Lewis-McChord Fire and EMS,Tacoma,-122.584706,47.079638,3081 Airport Way
EMS (Emergency Medical Services),Joint Base Lewis-McChord Fire and EMS,Tacoma,-122.53933,47.10111,827 Lincoln Blvd
EMS (Emergency Medical Services),Joint Base Lewis-McChord Fire and EMS,Tacoma,-122.539299,47.106163,9986 Garfiled
EMS (Emergency Medical Services),Joint Base Lewis-McChord Fire and EMS,Tacoma,-122.48283,47.13621,6 McCarthy Blvd
EMS (Emergency Medical Services),Joint Base Lewis-McChord Fire and EMS,Tacoma,-122.40681,47.15218,11565 17th St
EMS (Emergency Medical Services),McNeil Island Fire Department,McNeil Island,-122.659131,47.199054,1 Coastal Rd
EMS (Emergency Medical Services),Aero Skagit EMS,Concrete,-121.74645,48.53943,7286 Baker St
EMS (Emergency Medical Services),Madigan Ambulance,Fort Lewis,-122.553487,47.10902,9040 Jackson Ave
EMS (Emergency Medical Services),American Medical Response,Buckley,-122.03177,47.15497,611 S Division St
EMS (Emergency Medical Services),Greenwater Rescue,Enumclaw,-121.60202,47.10589,16718 Alpine Dr E
EMS (Emergency Medical Services),Rural Metro Ambulance,Fife,-122.36039,47.237,2105 51st Ave E
EMS (Emergency Medical Services),Falck Northwest,Fife,-122.3605,47.23711,5102 20th St E
EMS (Emergency Medical Services),Orcas Fire and Rescue,Deer Harbor,-123.00089,48.625847,59 Channel Rd
EMS (Emergency Medical Services),Orcas Fire and Rescue,Eastsound,-122.9085,48.7021,45 Lavender Ln
EMS (Emergency Medical Services),San Juan County FD #4,Lopez Island,-122.91037,48.52174,2228 Fisherman Bay Rd
EMS (Emergency Medical Services),San Juan County FD #4,Lopez Island,-122.8994,48.49468,4136 Center Rd
EMS (Emergency Medical Services),San Juan County FD #5,Shaw Island,-122.94067,48.57227,1385 Blind Bay Rd
EMS (Emergency Medical Services),San Juan County FD #5,Shaw Island,-122.93992,48.57209,44 Squaw Bay Rd
EMS (Emergency Medical Services),San Juan Island EMS and MedEvac,Friday Harbor,-123.02787,48.52998,1079 Spring St
EMS (Emergency Medical Services),San Juan Island EMS and MedEvac,Friday Harbor,-123.0169,48.53652,204 Front St
